Best Price,Per Amount,Single Price,Product Name,Link,Category,Varietal,Size,Standard Drinks,Alcohol Volume,Country,Brand Name,Closure,Whisky Style,Age,Region,Current Vintage,State,Wine Style,Vegan Friendly,Beer Style,Organic,Food Match,Wine Maker,Spirit Style,Wine Body,Cellar Release,Cider Style,Langtons Classified
$23.80 ,6,$23.80 ,Aperitivo 700mL,https://www.danmurphys.com.au/product/DM_609503/luxardo-aperitivo-700ml,Aperitifs,,700mL,6,11.00%,Italy,Luxardo,Screw Cap,,,,,,,,,,,,,,,,
$44.60 ,6,$44.60 ,Riserva Speciale Bitter 750mL,https://www.danmurphys.com.au/product/DM_808868/martini-riserva-speciale-bitter-750ml,Aperitifs,Aperitif,750mL,16.9,28.50%,Italy,Martini,,,,,,,,,,,,,,,,,
$49.99 ,1,$49.99 ,Fancy Fruit Cup 500mL,https://www.danmurphys.com.au/product/DM_820591/never-never-distilling-co-fancy-fruit-cup-500ml,Aperitifs,Aperitif,500mL,10.7,27%,Australia,Never Never Distilling Co,Stopper,,,South Australia,,,,,,,,,,,,,
$35.00 ,1,$35.00 ,L'Apero Aperitif 700mL,https://www.danmurphys.com.au/product/DM_672325/pampelle-l-apero-aperitif-700ml,Aperitifs,Aperitifs,700mL,8.3,15%,France,Pampelle,,,,Cognac,,,,,,,,,,,,,
$50.50 ,6,$50.50 ,700mL,https://www.danmurphys.com.au/product/DM_72337/pernod-700ml,Aperitifs,Aperitif,700mL,22,40.00%,France,Pernod,,,,,Pernod,,,,,,,,,,,,
$34.50 ,12,$41.85 ,Byrrh Aperitif  750ml,https://www.danmurphys.com.au/product/DM_ER_1000002953_BYRRH/pernod-ricard-byrrh-aperitif-750ml,Aperitifs,French Aperitif,750mL,,18,France,Pernod Ricard,Screw Cap,,,,,,,,,,,,,,,,
$47.00 ,1,$47.00 ,No 1 Aperitif 1L,https://www.danmurphys.com.au/product/DM_662946/pimm-s-no-1-aperitif-1l,Aperitifs,Aperitif,1L,19.7,25%,United Kingdom,Pimm's,Screw Cap,,,,,,,,,,,,,,,,
$35.90 ,1,$35.90 ,No 1 Aperitif 700mL,https://www.danmurphys.com.au/product/DM_87056/pimm-s-no-1-aperitif-700ml,Aperitifs,Aperitif,700mL,14,25.00%,England,Pimm's,Screw Cap,,,,Pimms No 1 Cup,,,,,,,,,,,,
$12.88 ,1,$12.88 ,Sparkling Cup 750mL,https://www.danmurphys.com.au/product/DM_510714/pimm-s-sparkling-cup-750ml,Aperitifs,Aperitif,750mL,3.3 approx.,5.50%,Australia,Pimm's,Screw top,,,,,,,,,,,,,,,,
$39.60 ,6,$39.60 ,Imbroglio Australian Amaro 500mL,https://www.danmurphys.com.au/product/DM_820231/poor-toms-imbroglio-australian-amaro-500ml,Aperitifs,Aperitif,500mL,9.9,25%,Australia,Poor Toms,,,,New South Wales,,,,,,,,,,,,,
$34.70 ,6,$34.70 ,Aperitivo 750mL,https://www.danmurphys.com.au/product/DM_908747/punt-e-mes-aperitivo-750ml,Aperitifs,Aperitif,750mL,9.5,16.00%,Italy,Punt e Mes,Screw Cap,,,,,,,,,,,,,,,,
$51.50 ,6,$51.50 ,Aperitif 700mL,https://www.danmurphys.com.au/product/DM_11972/ricard-aperitif-700ml,Aperitifs,Aperitif,700mL,25,45.00%,France,Ricard,,,,,Ricard,,,,,,,,,,,,
$27.00 ,1,$27.00 ,Aperitivo 1L,https://www.danmurphys.com.au/product/DM_805122/select-aperitivo-1l,Aperitifs,Aperitivo,1L,13.8,17.50%,Italy,Select,,,,,,,,,,,,,,,,,
$74.30 ,6,$74.30 ,Escubac 700mL,https://www.danmurphys.com.au/product/DM_686727/sweetdram-escubac-700ml,Aperitifs,Aperitif,700mL,18.8,34%,England,Sweetdram,,,,,,,,,,,,,,,,,
$40.00 ,1,$40.00 ,Saperavi Chacha Aged in Oak Georgian Vodka 500mL,https://www.danmurphys.com.au/product/DM_ER_1000006695_1060/tbilvino-saperavi-chacha-aged-in-oak-georgian-vodka-500ml,Aperitifs,Grappa,500mL,,40,Georgia,Tbilvino,Cork,,,,,,,,,,,,,,,,
$55.17 ,6,$55.20 ,Aperitif Gentiane d'Auvergne 16% 1000ml,https://www.danmurphys.com.au/product/DM_ER_1000002953_VEGENTIANEPAGES/vedrenne-pages-aperitif-gentiane-d-auvergne-16-1000ml,Aperitifs,Aperitif,1000mL,,16,France,Vedrenne Pages,Screw Cap,,,,,,,,,,,,,,,,
$55.17 ,6,$55.20 ,Aperitif Le Birlou (Chestnut & Apple)20% 700ml,https://www.danmurphys.com.au/product/DM_ER_1000002953_VEBIRLOU/vedrenne-pages-aperitif-le-birlou-chestnut-apple-20-700ml,Aperitifs,Aperitif,700mL,,20,France,Vedrenne Pages,Screw Cap,,,,,,,,,,,,,,,,
$55.17 ,6,$55.20 ,Elie-Arnaud Denoix Le Figuier (Fig) 17% 700mL,https://www.danmurphys.com.au/product/DM_ER_1000002953_VEFIG700/vedrenne-pages-elie-arnaud-denoix-le-figuier-fig-17-700ml,Aperitifs,Aperitif,700mL,,0.17,France,Vedrenne Pages,Screw Cap,,,,,,,,,,,,,,,,
$62.10 ,1,$62.10 ,Salers Aperitif Gentiane 16% 1000mL,https://www.danmurphys.com.au/product/DM_ER_1000002953_VESALERSGENT/vedrenne-pages-salers-aperitif-gentiane-16-1000ml,Aperitifs,Aperitif,1000mL,,16,France,Vedrenne Pages,Screw Cap,,,,,,,,,,,,,,,,
$49.83 ,6,$54.95 ,Forager 1 Bittersweet Aperitif 700mL,https://www.danmurphys.com.au/product/DM_ER_1000005536_WPP-F1/white-possum-forager-1-bittersweet-aperitif-700ml,Aperitifs,Aperitif,700mL,13.3,24,Australia,White Possum,Screw Cap,,,,,,,,,,,,,,,,
$20.90 ,1,$20.90 ,Verdelho,https://www.danmurphys.com.au/product/DM_900067/allandale-verdelho,Verdelho,Verdelho,750mL,8.3,14.00%,Australia,Allandale,Screw Cap,,,Hunter Valley,2016*,New South Wales,Dry,,,,,Bill Sneddon,,,,,
$27.00 ,1,$27.00 ,Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003706_ARE-VD-2019/arimia-estate-verdelho-2019,Verdelho,Verdelho,750mL,7.8,13%,Australia,Arimia Estate,Screw Cap,,,Margaret River,2019,Western Australia,Dry,,,TRUE,Spicy Foods,Mark Warren,,Light Bodied,,,
$16.90 ,1,$16.90 ,Verdelho,https://www.danmurphys.com.au/product/DM_915213/audrey-wilkinson-verdelho,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Audrey Wilkinson,Screw Cap,,,Hunter Valley,2018*,New South Wales,Dry,,,,,,,,,,
$16.20 ,12,$16.99 ,Verdelho,https://www.danmurphys.com.au/product/DM_908520/bimbadgen-verdelho,Verdelho,Verdelho,750mL,7.7,13.00%,Australia,Bimbadgen,Screw Cap,,,Hunter Valley,2018*,New South Wales,Dry,,,,,,,,,,
$10.40 ,1,$10.40 ,Mollie & Merle Verdelho,https://www.danmurphys.com.au/product/DM_900585/bremerton-mollie-merle-verdelho,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Bremerton,Screw Cap,,,Langhorne Creek,2016*,South Australia,Dry,,,,,Rebecca Willson,,,,,
$9.40 ,1,$9.40 ,Debut Verdelho,https://www.danmurphys.com.au/product/DM_911471/capel-vale-debut-verdelho,Verdelho,Verdelho,750mL,8,13.50%,Australia,Capel Vale,Screw Cap,,,,2015*,Western Australia,Dry,,,,,,,,,,
$15.03 ,12,$15.19 ,Verdelho,https://www.danmurphys.com.au/product/DM_902209/cassegrain-verdelho,Verdelho,Verdelho,750mL,8,13.5% (2009),Australia,Cassegrain,Screw Cap,,,Hunter Valley,2009*,New South Wales,Dry,,,,,,,,,,
$16.20 ,1,$16.20 ,Verdelho,https://www.danmurphys.com.au/product/DM_133866/chapel-hill-verdelho,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Chapel Hill,Screw Cap,,,McLaren Vale,2019*,South Australia,Dry,TRUE,,,,Michael Fragos & Bryn Richards,,,,,
$0.00 ,1,$0.00 ,Verdelho,https://www.danmurphys.com.au/product/DM_900963/cockfighter-s-ghost-verdelho,Verdelho,Verdelho,750mL,8,13.5% (2014),Australia,Cockfighter's Ghost,Screw Cap,,,Hunter Valley,2014*,New South Wales,Dry,,,,,,,,,,
$14.30 ,12,$14.30 ,Verdelho,https://www.danmurphys.com.au/product/DM_136400/david-traeger-verdelho,Verdelho,Verdelho,750mL,7.7,13.0% (2013),Australia,David Traeger,Screw Cap,,,Goulburn Valley,2013*,Victoria,Dry,,,,,,,,,,
$18.99 ,1,$18.99 ,Hunter Valley Verdelho,https://www.danmurphys.com.au/product/DM_915226/de-iuliis-hunter-valley-verdelho,Verdelho,Verdelho,750mL,8,13.5% (2013),Australia,De Iuliis,Screw Cap,,,Hunter Valley,2018*,New South Wales,Dry,,,,,,,,,,
$16.20 ,1,$16.20 ,Verdelho,https://www.danmurphys.com.au/product/DM_67031/draytons-verdelho,Verdelho,Verdelho,750mL,8.6,14.5% (2011),Australia,Draytons,Screw Cap,,,Hunter Valley,2011*,New South Wales,Dry,,,,,,,,,,
$20.90 ,1,$20.90 ,Verdelho,https://www.danmurphys.com.au/product/DM_122110/fox-creek-verdelho,Verdelho,Verdelho,750mL,8,13.5% (2015),Australia,Fox Creek,Screw Cap,,,McLaren Vale,2015*,South Australia,Dry,,,,,,,,,,
$18.95 ,1,$18.95 ,Fiesta Late Picked Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003671_0680569411914/green-door-wines-fiesta-late-picked-verdelho-2019,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Green Door Wines,Screw Cap,,,Geographe,2019,Western Australia,Sweet,,,,,"Ashley Keeffe, Vanessa Carson",,,,,
$26.00 ,6,$30.00 ,Hunter Valley Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003652_HTW19VERD/hanging-tree-wines-hunter-valley-verdelho-2019,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Hanging Tree Wines,Screw Cap,,,Hunter Valley,2019,New South Wales,,,,,,Gary MacClean,,,,,
$26.06 ,1,$26.06 ,Finest Medium Dry 5 Years Old,https://www.danmurphys.com.au/product/DM_ER_1000002950_6336500/henriques-henrique-finest-medium-dry-5-years-old,Verdelho,Verdelho,500mL,8,19,Portugal,Henriques & Henrique,Cork,,,Madeira,,,Other Fortifieds,,,,,,,,,,
$28.69 ,12,$57.39 ,Verdelho 10 Years Old,https://www.danmurphys.com.au/product/DM_ER_1000002950_3187500/henriques-henrique-verdelho-10-years-old,Verdelho,Verdelho,500mL,8,20,Portugal,Henriques & Henrique,Cork,,,Madeira,,,Other Fortifieds,,,,,,,,,,
$66.20 ,1,$66.20 ,Verdelho 15 Years Old,https://www.danmurphys.com.au/product/DM_ER_1000002950_3682500/henriques-henrique-verdelho-15-years-old,Verdelho,Verdelho,500mL,8,20,Portugal,Henriques & Henrique,Cork,,,Madeira,,,Other Fortifieds,,,,,,,,,,
NO ITEM PRICE,NO ITEM PRICE,NO ITEM PRICE,ASH Organic Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003684_DMASHVER19/horner-wines-ash-organic-verdelho-2019,Verdelho,Verdelho,750mL,7.7,13%,Australia,Horner Wines,Screw Cap,,,,2019,New South Wales,Dry,,,TRUE,Seafood,Ash Horner,,Light Bodied,,,
$25.00 ,6,$0.00 ,Hunter Valley Verdelho 2018,https://www.danmurphys.com.au/product/DM_ER_2000003638_10099/iron-gate-estate-hunter-valley-verdelho-2018,Verdelho,Verdelho,750mL,8.3,14.00%,Australia,Iron Gate Estate,Screw Cap,,,Hunter Valley,2018,New South Wales,Dry,,,,,,,Medium Bodied,,,
$25.00 ,6,$0.00 ,Hunter Valley Verdelho Semillon 2018,https://www.danmurphys.com.au/product/DM_ER_2000003638_10098/iron-gate-estate-hunter-valley-verdelho-semillon-2018,Verdelho,Verdelho Semillon,750mL,7.8,13.20%,Australia,Iron Gate Estate,Screw Cap,,,Hunter Valley,2018,New South Wales,Dry,,,,Chicken,,,Medium Bodied,,,
$14.17 ,6,$0.00 ,"""Estate"" Verdelho 2019",https://www.danmurphys.com.au/product/DM_ER_1000006869_JEVERD19/james-estate-wines-estate-verdelho-2019,Verdelho,Verdelho,750mL,7.4,12.30%,Australia,James Estate Wines,Screw Cap,,,Hunter Valley,2019,New South Wales,Dry,,,,Spicy Foods,Jack Soldani,,,,,
$16.50 ,6,$22.00 ,Hunter Valley Brokenback Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003456_19LEWBBVER/leogate-estate-wines-hunter-valley-brokenback-verdelho-2019,Verdelho,Verdelho,750mL,8.2,13.80%,Australia,Leogate Estate Wines,Screw Cap,,,Hunter Valley,2019,New South Wales,Semi Dry,,,,Spicy Foods,Mark Woods,,Light Bodied,,,
$15.20 ,1,$15.20 ,Verdelho,https://www.danmurphys.com.au/product/DM_901261/margan-verdelho,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Margan,Screw Cap,,,Hunter Valley,2019*,New South Wales,Dry,,,,,Andrew Margan,,,,,
$6.60 ,1,$6.60 ,Black Label Verdelho,https://www.danmurphys.com.au/product/DM_137300/mcguigan-black-label-verdelho,Verdelho,Verdelho,750mL,6.5,11.00%,Australia,McGuigan,Screw Cap,,,,2018*,,Dry,,,,,,,,,,
$0.00 ,1,$0.00 ,Verdelho Bin 6000,https://www.danmurphys.com.au/product/DM_23623/mcguigan-verdelho-bin-6000,Verdelho,Verdelho,750mL,7.4,12.5% (2012),Australia,McGuigan,Screw Cap,,,Hunter Valley,2012*,New South Wales,Dry,,,,,,,,,,
$7.95 ,1,$7.95 ,Hanwood Estate Verdelho,https://www.danmurphys.com.au/product/DM_15216/mcwilliam-s-hanwood-estate-verdelho,Verdelho,Verdelho,750mL,8,13.5% (2012),Australia,McWilliam's,Screw Cap,,,,2012*,New South Wales,Dry,,,,,,,,,,
$12.50 ,6,$18.00 ,Hunter Valley Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_1000003619_ESTATEVERDELHO/molly-s-cradle-hunter-valley-verdelho-2019,Verdelho,Verdelho,750mL,7.5,12.6,Australia,Molly's Cradle,Screw Cap,,,Hunter Valley,2019,New South Wales,Verdelho,,,,Spicy Foods,Liz Jackson,,,,,
$10.90 ,1,$10.90 ,Verdelho,https://www.danmurphys.com.au/product/DM_73216/moondah-brook-verdelho,Verdelho,Verdelho,750mL,8,13.50%,Australia,Moondah Brook,Screw Cap,,,,2018*,Western Australia,Dry,,,,,,,,,,
$20.90 ,1,$20.90 ,Verdelho,https://www.danmurphys.com.au/product/DM_900157/peel-estate-verdelho,Verdelho,Verdelho,750mL,7.7,11.50%,Australia,Peel Estate,Screw Cap,,,,2018,Western Australia,Dry,,,,,,,,,,
$17.99 ,1,$17.99 ,Verdelho,https://www.danmurphys.com.au/product/DM_ER_1000002954_PEPVDL19/pepper-tree-verdelho,Verdelho,Verdelho,750mL,7.1,12%,Australia,Pepper Tree,Screw Cap,,,Hunter Valley,2019,New South Wales,Dry,,,,,Gwyn Olsen,,,,,
$19.00 ,6,$22.00 ,Hunter Valley Verdelho 2018,https://www.danmurphys.com.au/product/DM_ER_2000003588_VPNB18/pssst-n-broke-wine-hunter-valley-verdelho-2018,Verdelho,Verdelho,750mL,7.7,13.00%,Australia,Pssst 'n' Broke Wine,Screw Cap,,,Hunter Valley,2018,New South Wales,Dry,,,,Spicy Foods,Michael McManus,,,,,
$25.00 ,1,$25.00 ,REBELLIOUS Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003011_REBVERD/riverbank-estate-rebellious-verdelho-2019,Verdelho,Verdelho,750mL,8,13.5,Australia,Riverbank Estate,Screw Cap,,,Swan Valley,,Western Australia,Semi Dry,,,,Pasta,Digby Leddin,,,,,
$17.90 ,1,$17.90 ,Estate Reserve Verdelho,https://www.danmurphys.com.au/product/DM_22282/sandalford-estate-reserve-verdelho,Verdelho,Verdelho,750mL,7.7,13%,Australia,Sandalford,Screw Cap,,,Margaret River,2018*,Western Australia,Dry,,,,,,,,,,
$17.10 ,12,$17.10 ,Offshoot Verdelho,https://www.danmurphys.com.au/product/DM_63929/scarborough-offshoot-verdelho,Verdelho,Verdelho,750mL,7.4,12.40%,Australia,Scarborough,Screw Cap,,,,2019,,Dry,,,,,,,,,,
$16.20 ,1,$16.20 ,Vineyard Selection Verdelho,https://www.danmurphys.com.au/product/DM_917338/sirromet-vineyard-selection-verdelho,Verdelho,Verdelho,750mL,8.1,13.70%,Australia,Sirromet,Screw Cap,,,Granite Belt,2017*,Queensland,Dry,,,,,Adam Chapman,,,,,
$20.00 ,6,$23.00 ,Hunter Valley Verdelho 2019,https://www.danmurphys.com.au/product/DM_ER_2000003588_V19/stomp-hunter-valley-verdelho-2019,Verdelho,Verdelho,750mL,7.7,13%,Australia,Stomp,Screw Cap,,,Hunter Valley,2019,New South Wales,Dry,,,,Spicy Foods,Michael McManus,,Medium Bodied,,,
$10.00 ,1,$10.00 ,Verdelho,https://www.danmurphys.com.au/product/DM_916963/summit-estate-verdelho,Verdelho,Verdelho,750mL,7.1,12.0% (2009),Australia,Summit Estate,Screw Cap,,,Granite Belt,2009*,Queensland,Dry,,,,,,,,,,
$11.39 ,1,$11.39 ,Verdelho,https://www.danmurphys.com.au/product/DM_901808/tempus-two-verdelho,Verdelho,Verdelho,750mL,7.4,12.50%,Australia,Tempus Two,Screw Cap,,,Hunter Valley,2018*,New South Wales,Dry,,,,,Scott Comyns,,,,,
$13.30 ,6,$13.30 ,Verdelho,https://www.danmurphys.com.au/product/DM_66765/tulloch-verdelho,Verdelho,Verdelho,750mL,7.8,13.20%,Australia,Tulloch,Screw Cap,,,Hunter Valley,2018*,New South Wales,Dry,,,,,,,,,,
$13.29 ,1,$13.29 ,Hidden Hive Verdelho,https://www.danmurphys.com.au/product/DM_901418/two-rivers-hidden-hive-verdelho,Verdelho,Verdelho,750mL,7.6,12.8   % (2015),Australia,Two Rivers,Screw Cap,,,Hunter Valley,2015*,New South Wales,Dry,,,,,,,,,,
$19.00 ,1,$19.00 ,Fordwich Verdelho,https://www.danmurphys.com.au/product/DM_741034/tyrrell-s-fordwich-verdelho,Verdelho,Verdelho,750mL,7.4,12.5,Australia,Tyrrell's,Screw Cap,,,Hunter Valley,2017*,New South Wales,Dry,,,,Spicy Foods,,,,,,
$9.00 ,1,$9.00 ,Old Winery Verdelho,https://www.danmurphys.com.au/product/DM_901259/tyrrell-s-old-winery-verdelho,Verdelho,Verdelho,750mL,6.5,11%,Australia,Tyrrell's,Screw Cap,,,Hunter Valley,43697,New South Wales,Dry,,,,,Bruce Tyrrell,,,,,
$26.88 ,1,$26.88 ,5 Year Old Verdhelo,https://www.danmurphys.com.au/product/DM_907805/vinhos-barbieto-5-year-old-verdhelo,Verdelho,Madeira,750mL,11,19.00%,Portugal,Vinhos Barbieto,Cork,,,Madeira,,,Sweet,,,,,,,,,,
$0.00 ,1,$0.00 ,Two Fat Ladies Dolce,https://www.danmurphys.com.au/product/DM_907375/baily-baily-two-fat-ladies-dolce,Sweet Reds,Red Blend,750mL,5.3,9.00%,Australia,Baily & Baily,Screw Cap,,,,Non Vintage,South Australia,Sweet,,,,,,,,,,
$7.60 ,1,$7.60 ,Lambrusco Amabile,https://www.danmurphys.com.au/product/DM_905967/ballini-lambrusco-amabile,Sweet Reds,Lambrusco,750mL,5,14%,Italy,Ballini,Screw Cap,,,,2019,,Sweet,,,,,,,,,,
$6.65 ,6,$6.65 ,Crimson Cabernet,https://www.danmurphys.com.au/product/DM_906197/banrock-station-crimson-cabernet,Sweet Reds,Cabernet Sauvignon,750mL,5.3,9.50%,Australia,Banrock Station,Screw Cap,,,,2018*,South Australia,Sweet,,,,,,,,,,
$8.55 ,6,$8.55 ,Fruit Fusion Red With Raspberry & Blackcurrant,https://www.danmurphys.com.au/product/DM_403395/banrock-station-fruit-fusion-red-with-raspberry-blackcurrant,Sweet Reds,Fruit Wine,750mL,6.2,0.105,Australia,Banrock Station,Screw Cap,,,,Non Vintage,,Dry,,,,,,,,,,
$2.88 ,1,$2.88 ,Red Moscato,https://www.danmurphys.com.au/product/DM_768225/banrock-station-red-moscato,Sweet Reds,Moscato,750mL,4.4,7.5% (2015),Australia,Banrock Station,Screw Cap,,,,2015*,,Semi Sweet,,,,,,,,,,
$12.40 ,1,$12.40 ,Dolcetto & Syrah,https://www.danmurphys.com.au/product/DM_55398/brown-brothers-dolcetto-syrah,Sweet Reds,Dolcetto and Shiraz,750mL,5.9,10.50%,Australia,Brown Brothers,Screw Cap,,,,2018*,Victoria,Sweet,,,,,,,,,,
$14.90 ,1,$14.90 ,Still Moscato Rosa Cask 2L,https://www.danmurphys.com.au/product/DM_794900/brown-brothers-still-moscato-rosa-cask-2l,Sweet Reds,Moscato,2L,11,7.00%,Australia,Brown Brothers,Cask Closure,,,,Non Vintage,Victoria,Semi Sweet,,,,,,,Light Bodied,,,
$15.10 ,6,$15.20 ,The Chocolate Lover's Wine,https://www.danmurphys.com.au/product/DM_709991/chocolate-shop-the-chocolate-lover-s-wine,Sweet Reds,Shiraz,750mL,7.7,13.00%,Australia,Chocolate Shop,Screw Cap,,,,Non Vintage,South Australia,Dry,,,,,,,Full Bodied,,,
$6.65 ,6,$6.65 ,Red Lambrusco,https://www.danmurphys.com.au/product/DM_70624/civ-civ-red-lambrusco,Sweet Reds,Lambrusco,750mL,4.7,14%,Italy,Civ & Civ,Screw Cap,,,,2019*,,Sweet,,,,,,,,,,
$3.90 ,1,$3.90 ,#17 SEA Dolce Syrah,https://www.danmurphys.com.au/product/DM_907443/cleanskin-17-sea-dolce-syrah,Sweet Reds,Dolcetto and Shiraz,750mL,7.4,12.50%,Australia,Cleanskin,Screw Cap,,,,Non Vintage,,Sweet,,,,,,,,,,
$12.35 ,1,$12.35 ,Real Sangria,https://www.danmurphys.com.au/product/DM_144464/cruz-garcia-real-sangria,Sweet Reds,Red Blend,750mL,4.1,7.0% (Non Vintage),Spain,Cruz Garcia,Screw Cap,,,,Non Vintage*,,Sweet,,,,,,,,,,
$23.75 ,1,$23.75 ,Reál Sangria Magnum 1.5L,https://www.danmurphys.com.au/product/DM_135166/cruz-garcia-re-l-sangria-magnum-1-5l,Sweet Reds,Red Blend,1.5L,8.8,7.50%,Spain,Cruz Garcia,Screw Cap,,,,Non Vintage,,Sweet,,,,,,,,,,
$14.30 ,6,$14.30 ,Sangria,https://www.danmurphys.com.au/product/DM_904714/disco-sangria,Sweet Reds,Sangria,750mL,7.1,15%,Spain,Disco,Screw Cap,,,,2019,,Sweet,,,,,,,,,,
$13.30 ,6,$13.30 ,Lambrusco,https://www.danmurphys.com.au/product/DM_73813/donelli-lambrusco,Sweet Reds,Lambrusco,750mL,5,8.00%,Italy,Donelli,Screw Cap,,,,Non Vintage*,,Sweet,,,,,,,,,,
$13.85 ,1,$13.85 ,Sangria Magnum 1.5L,https://www.danmurphys.com.au/product/DM_911725/el-prior-sangria-magnum-1-5l,Sweet Reds,,1.5L,13,11.00%,Spain,El Prior,,,,,,,Sweet,,,,,,,,,,
$4.30 ,1,$4.30 ,Sweet Lips Dolcetto & Syrah,https://www.danmurphys.com.au/product/DM_334209/gossips-sweet-lips-dolcetto-syrah,Sweet Reds,Dolcetto and Shiraz,750mL,4.1,7%,Australia,Gossips,Screw Cap,,,,2018*,,Sweet,,,,,,,,,,
$8.90 ,1,$8.90 ,Dolcetto Shiraz,https://www.danmurphys.com.au/product/DM_725778/grant-burge-dolcetto-shiraz,Sweet Reds,Dolcetto,750mL,7.7,13.0% (2012),Australia,Grant Burge,Screw Cap,,,,2012*,,Sweet,,,,,,,,,,
$10.40 ,1,$10.40 ,Moscato Rosa,https://www.danmurphys.com.au/product/DM_725795/grant-burge-moscato-rosa,Sweet Reds,Moscato,750mL,5.3,9%,Australia,Grant Burge,Screw Cap,,,,2018*,,Semi Sweet,,,,,,,,,,
$6.55 ,1,$6.55 ,Hidden Orchard Grapefruit,https://www.danmurphys.com.au/product/DM_403398/hardys-hidden-orchard-grapefruit,Sweet Reds,Fruit Wine,750mL,6.2,0.105,Australia,Hardys,Screw Cap,,,,Non Vintage*,,Dry,,,,,,,,,,
$0.00 ,1,$0.00 ,Cool Harvest Shiraz Rosé,https://www.danmurphys.com.au/product/DM_725236/jacob-s-creek-cool-harvest-shiraz-ros-,Sweet Reds,Shiraz,750mL,6.9,11.7% (2013),Australia,Jacob's Creek,Screw Cap,,,,2013*,,Dry,,,,,,,,,,
$12.40 ,1,$12.40 ,Cream Malaga,https://www.danmurphys.com.au/product/DM_139697/kedem-cream-malaga,Sweet Reds,Red Blend,750mL,4.15,7.00%,USA,Kedem,Cork,,,,Non Vintage*,,Sweet,,,,,,,,,,
$12.40 ,1,$12.40 ,Cream Red Concord,https://www.danmurphys.com.au/product/DM_139700/kedem-cream-red-concord,Sweet Reds,Red Blend,750mL,5.4,9.00%,USA,Kedem,,,,,Non Vintage,,Sweet,,,,,,,,,,
$15.99 ,1,$15.99 ,Matuk Kal,https://www.danmurphys.com.au/product/DM_377658/kedem-matuk-kal,Sweet Reds,,750mL,2.7,4.50%,USA,Kedem,Cork,,,,Non Vintage*,,Sweet,,,,,,,,,,
$15.97 ,12,$16.15 ,Concord Grape Wine,https://www.danmurphys.com.au/product/DM_908355/kesser-concord-grape-wine,Sweet Reds,Red Blend,750mL,4.3,7.00%,USA,Kesser,Cork,,,,Non Vintage,,Sweet,,,,,,,,,,
$11.40 ,1,$11.40 ,Sacramental Red,https://www.danmurphys.com.au/product/DM_909072/kinor-sacramental-red,Sweet Reds,Red Blend,750mL,7,11.00%,Israel,Kinor,Screw Cap,,,,Non Vintage*,,Sweet,,,,,,,,,,
$8.55 ,6,$8.55 ,Sangria 1L,https://www.danmurphys.com.au/product/DM_744503/la-esencia-sangria-1l,Sweet Reds,Red Blend,1L,9.5,13%,Australia,La Esencia,Screw Cap,,,,2019,,Sweet,,,,,,,,,,
$42.35 ,1,$42.35 ,Enesencia Monastrell Dulce 2013,https://www.danmurphys.com.au/product/DM_ER_1000002929_11LPDULCE/la-purisima-enesencia-monastrell-dulce-2013,Sweet Reds,Mourvèdre,750mL,8.9,15,Spain,La Purisima,Cork,,,Yecla,Cork,WNE,Sweet Reds,,,,,,,,,,
$8.88 ,6,$8.88 ,Early Harvest Sweet Red,https://www.danmurphys.com.au/product/DM_347480/lindeman-s-early-harvest-sweet-red,Sweet Reds,Sweet Red,750mL,5,8.5% (2012),Australia,Lindeman's,Screw Cap,,,,2012*,Victoria,Sweet,,,,,,,,,,
$21.65 ,6,$25.90 ,Lolailo Bio,https://www.danmurphys.com.au/product/DM_ER_2000003272_1002/lolailo-lolailo-bio,Sweet Reds,Sangria,750mL,5,8%,Spain,Lolailo,Crown Seal,,,,Non Vintage,,Sweet,TRUE,,TRUE,,Sanviver,,,,,
$16.65 ,6,$19.90 ,Sangria Sofisticada,https://www.danmurphys.com.au/product/DM_ER_2000003272_1003/lolailo-sangria-sofisticada,Sweet Reds,,750mL,4.2,7%,Spain,Lolailo,Crown Seal,,,,,,Sweet,,,,,Sanviver,,Medium Bodied,,,
$9.50 ,1,$9.50 ,No.1 Red Sangria,https://www.danmurphys.com.au/product/DM_794494/lolea-no-1-red-sangria,Sweet Reds,Sangria,750mL,4.7,8.00%,Spain,Lolea,Swing Top,,,,Non Vintage,,Sweet,,,,,,,,,,
$8.55 ,6,$8.55 ,Red Lambrusco,https://www.danmurphys.com.au/product/DM_143907/luigi-cavalli-red-lambrusco,Sweet Reds,Lambrusco,750mL,4.7,14%,Italy,Luigi Cavalli,Screw Cap,,,,2019,,Sweet,,,,,,,,,,
